task,model,defense,evaluation_mode,attack,epsilon,base_clean_acc,defended_clean_acc,clean_acc_drop,base_adv_acc,defended_adv_acc,robustness_improvement,base_asr,defended_asr,base_evasion_asr,defended_evasion_asr,base_snn_agreement,defended_snn_agreement,num_features
binary,DT,Mixed,transfer,FGSM-SNN,0.2,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.4120807127882599,0.8750655136268344,0.46298480083857446,0.5019472590366585,0.00046351237508561466,0.5019472590366585,0.00046351237508561466,0.876375786163522,0.9101153039832285,716.0
binary,DT,Mixed,transfer,FGSM-SNN,0.3,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.3618972746331237,0.9993448637316562,0.6374475890985325,0.5601332815172912,0.0003423296315083,0.5601332815172912,0.0003423296315083,0.876375786163522,0.9101153039832285,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.05,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.4551231656184486,0.6945754716981132,0.23945230607966456,0.3800107073319048,0.0028636780153536733,0.3800107073319048,0.0028636780153536733,0.876375786163522,0.9101153039832285,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.1,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.4161425576519916,0.6822589098532494,0.2661163522012579,0.41810424660183465,0.0020575532668290434,0.41810424660183465,0.0020575532668290434,0.876375786163522,0.9101153039832285,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.2,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.3960953878406709,0.8802410901467506,0.4841457023060797,0.46814317964622515,0.00035095046603563716,0.46814317964622515,0.00035095046603563716,0.876375786163522,0.9101153039832285,716.0
binary,DT,Mixed,transfer,PGD-10-SNN,0.3,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.386333857442348,0.9993448637316562,0.6130110062893082,0.4716574506975294,0.0008179352356154118,0.4716574506975294,0.0008179352356154118,0.876375786163522,0.9101153039832285,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.05,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.44529612159329146,0.6961477987421384,0.25085167714884693,0.3997401409638274,0.0026161640881658672,0.3997401409638274,0.0026161640881658672,0.876375786163522,0.9101153039832285,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.1,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.44025157232704404,0.6788522012578616,0.23860062893081763,0.3915096237732504,0.002515917201881481,0.3915096237732504,0.002515917201881481,0.876375786163522,0.9101153039832285,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.2,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.4087395178197065,0.8780136268343816,0.46927410901467503,0.44497943205901025,0.0008093144010880748,0.44497943205901025,0.0008093144010880748,0.876375786163522,0.9101153039832285,716.0
binary,DT,Mixed,transfer,PGD-20-SNN,0.3,0.8489910901467506,0.7957940251572326,0.05319706498951782,0.3995020964360587,0.9988207547169812,0.5993186582809225,0.4485292253388749,0.0015065714288009814,0.4485292253388749,0.0015065714288009814,0.876375786163522,0.9101153039832285,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.05,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.10855607966457023,0.6229035639412998,0.5143474842767295,0.8096848799687577,0.10780655467347328,0.8096848799687577,0.10780655467347328,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.1,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.06256551362683438,0.6266378406708595,0.5640723270440251,0.8878732378824976,0.11817998209328565,0.8878732378824976,0.11817998209328565,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.2,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.008778825995807128,0.6783280922431866,0.6695492662473794,0.984162539676156,0.12093541813578712,0.984162539676156,0.12093541813578712,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,BBA,0.3,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.005896226415094339,0.6757075471698113,0.6698113207547169,0.9893567316803118,0.10577437611565764,0.9893567316803118,0.10577437611565764,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.05,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.10809748427672956,0.7791535639412998,0.6710560796645703,0.8310430629228521,0.030244552744740583,0.8310430629228521,0.030244552744740583,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.1,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.09329140461215933,0.7921907756813418,0.6988993710691824,0.8433200824403922,0.024670087371980582,0.8433200824403922,0.024670087371980582,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.2,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.07724056603773585,0.7794811320754718,0.7022405660377359,0.8634974947702165,0.05398700814216727,0.8634974947702165,0.05398700814216727,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,DBA-style,0.3,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.07547169811320754,0.7796121593291405,0.704140461215933,0.8650187184477429,0.05387142792949968,0.8650187184477429,0.05387142792949968,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.466522536687631,0.776270964360587,0.30974842767295596,0.4497024153162241,0.08465304375698537,0.4497024153162241,0.08465304375698537,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.45551624737945495,0.8070623689727463,0.3515461215932914,0.4396092950230507,0.010319605001750613,0.4396092950230507,0.010319605001750613,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,FGSM-SNN,0.2,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.4120807127882599,0.8844994758909853,0.47241876310272535,0.5019472590366585,0.008809697729106683,0.5019472590366585,0.008809697729106683,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,FGSM-SNN,0.3,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.3618972746331237,0.960167714884696,0.5982704402515724,0.5601332815172912,0.00973998930117837,0.5601332815172912,0.00973998930117837,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.45538522012578614,0.8362159329140462,0.38083071278826,0.37966196659037466,0.05477558998779267,0.37966196659037466,0.05477558998779267,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.4158805031446541,0.8417190775681341,0.42583857442348005,0.41824636997524933,0.011014957906973115,0.41824636997524933,0.011014957906973115,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.2,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.3967505241090147,0.9020571278825996,0.5053066037735849,0.468369017462133,0.0008135371202497887,0.468369017462133,0.0008135371202497887,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,PGD-10-SNN,0.3,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.38672693920335427,0.9990172955974843,0.61229035639413,0.47204051287947474,0.0013952846470268023,0.47204051287947474,0.0013952846470268023,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.44575471698113206,0.8210167714884696,0.3752620545073375,0.39879191474608056,0.06461371674902097,0.39879191474608056,0.06461371674902097,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.4400550314465409,0.8392295597484277,0.3991745283018868,0.39198863984520177,0.011473553646928309,0.39198863984520177,0.011473553646928309,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,PGD-20-SNN,0.2,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.4105083857442348,0.8955057651991615,0.4849973794549266,0.44180302719221787,0.0011620699632853804,0.44180302719221787,0.0011620699632853804,0.876375786163522,0.8707416142557651,716.0
binary,DT,PGD-20-SNN,transfer,PGD-20-SNN,0.3,0.8489910901467506,0.8434224318658281,0.0055686582809224006,0.40120545073375263,0.9987552410901468,0.5975497903563941,0.44438063051356846,0.0016273088002807805,0.44438063051356846,0.0016273088002807805,0.876375786163522,0.8707416142557651,716.0
binary,LightGBM,Mixed,transfer,BBA,0.05,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.20984014675052412,0.7370938155136268,0.5272536687631028,0.636030514451597,0.0011921888245100315,0.636030514451597,0.0011921888245100315,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,BBA,0.1,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.04264937106918239,0.8489255765199162,0.8062762054507338,0.925979462580152,0.0014390199203271406,0.925979462580152,0.0014390199203271406,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,BBA,0.2,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.011202830188679246,0.8843684486373166,0.8731656184486373,0.9805549470960209,0.0031974769270507438,0.9805549470960209,0.0031974769270507438,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,BBA,0.3,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.007534067085953879,0.9197458071278826,0.9122117400419287,0.9869053655098379,0.0007674262626869906,0.9869053655098379,0.0007674262626869906,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,DBA-style,0.05,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.5177541928721174,0.9038915094339623,0.3861373165618449,0.2601007306393529,0.0022786761262243785,0.2601007306393529,0.0022786761262243785,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,DBA-style,0.1,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.43271750524109015,0.9100497903563941,0.47733228511530396,0.26442947384083093,0.002168349559587132,0.26442947384083093,0.002168349559587132,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,DBA-style,0.2,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.4285901467505241,0.9136530398322851,0.48506289308176104,0.2659089646816458,0.0030555164428081962,0.2659089646816458,0.0030555164428081962,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,DBA-style,0.3,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.42845911949685533,0.9190906708595388,0.49063155136268344,0.2660234335461147,0.00011032656663724625,0.2660234335461147,0.00011032656663724625,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,FGSM-SNN,0.05,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.41181865828092246,0.9740566037735849,0.5622379454926625,0.3813705374541613,0.0,0.3813705374541613,0.0,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,FGSM-SNN,0.1,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.47910115303983225,0.9998689727463312,0.520767819706499,0.29646485565416836,0.0001091703056768559,0.29646485565416836,0.0001091703056768559,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,FGSM-SNN,0.2,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.5979428721174004,0.9999344863731656,0.40199161425576524,0.12136459915706672,0.0001091703056768559,0.12136459915706672,0.0001091703056768559,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,FGSM-SNN,0.3,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.6396095387840671,0.9999344863731656,0.3603249475890985,0.05551467268524134,0.0001091703056768559,0.05551467268524134,0.0001091703056768559,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,PGD-10-SNN,0.05,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.4416928721174004,0.9715670859538784,0.529874213836478,0.40934016685850755,0.0009929390997352162,0.40934016685850755,0.0009929390997352162,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,PGD-10-SNN,0.1,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.48729035639413,0.9953485324947589,0.5080581761006289,0.31318557333038466,0.0005516328331862312,0.31318557333038466,0.0005516328331862312,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,PGD-10-SNN,0.2,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.5869365828092243,0.995545073375262,0.40860849056603776,0.14435093035454657,0.0004389937446282043,0.14435093035454657,0.0004389937446282043,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,PGD-10-SNN,0.3,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.60541142557652,0.995545073375262,0.39013364779874216,0.11005908685789101,0.0013227625386865644,0.11005908685789101,0.0013227625386865644,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,PGD-20-SNN,0.05,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.47779088050314467,0.9405791404612159,0.46278825995807127,0.3156150416548354,0.00088261253309797,0.3156150416548354,0.00088261253309797,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,PGD-20-SNN,0.1,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.4470649895178197,0.9946278825995807,0.547562893081761,0.3663629276744576,0.001873086434087086,0.3663629276744576,0.001873086434087086,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,PGD-20-SNN,0.2,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.5324947589098532,0.99416928721174,0.4616745283018868,0.23557234214780354,0.0008844783139311767,0.23557234214780354,0.0008844783139311767,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,Mixed,transfer,PGD-20-SNN,0.3,0.8626834381551363,0.8301886792452831,0.03249475890985326,0.5816954926624738,0.9954140461215932,0.41371855345911945,0.15376258448469704,0.0018699117154681694,0.15376258448469704,0.0018699117154681694,0.8860718029350105,0.9123427672955975,716.0
binary,LightGBM,PGD-20-SNN,transfer,BBA,0.05,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.20984014675052412,0.5894261006289309,0.37958595387840677,0.636030514451597,0.10107753809385568,0.636030514451597,0.10107753809385568,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,BBA,0.1,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.04264937106918239,0.6055424528301887,0.5628930817610063,0.925979462580152,0.07256691404570444,0.925979462580152,0.07256691404570444,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,BBA,0.2,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.011202830188679246,0.5943396226415094,0.5831367924528301,0.9805549470960209,0.039112193751731056,0.9805549470960209,0.039112193751731056,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,BBA,0.3,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.007534067085953879,0.5976153039832285,0.5900812368972747,0.9869053655098379,0.02441650180509446,0.9869053655098379,0.02441650180509446,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,DBA-style,0.05,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.5177541928721174,0.74416928721174,0.22641509433962267,0.2601007306393529,0.014996076812748062,0.2601007306393529,0.014996076812748062,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,DBA-style,0.1,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.43271750524109015,0.6892688679245282,0.25655136268343814,0.26442947384083093,0.016241563682093212,0.26442947384083093,0.016241563682093212,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,DBA-style,0.2,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.4285901467505241,0.6840277777777778,0.25543763102725364,0.2659089646816458,0.017377537043773088,0.2659089646816458,0.017377537043773088,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,DBA-style,0.3,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.42845911949685533,0.6881551362683438,0.25969601677148846,0.2660234335461147,0.018516706157412566,0.2660234335461147,0.018516706157412566,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,FGSM-SNN,0.05,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.41181865828092246,0.995020964360587,0.5832023060796645,0.3813705374541613,0.0,0.3813705374541613,0.0,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,FGSM-SNN,0.1,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.47910115303983225,0.9998689727463312,0.520767819706499,0.29646485565416836,0.0,0.29646485565416836,0.0,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,FGSM-SNN,0.2,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.5979428721174004,0.9998034591194969,0.4018605870020965,0.12136459915706672,0.0,0.12136459915706672,0.0,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,FGSM-SNN,0.3,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.6396095387840671,0.9998034591194969,0.36019392033542974,0.05551467268524134,0.0,0.05551467268524134,0.0,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,PGD-10-SNN,0.05,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.4412997903563941,0.9918107966457023,0.5505110062893082,0.4104746189174945,0.0002260397830018083,0.4104746189174945,0.0002260397830018083,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,PGD-10-SNN,0.1,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.48656970649895176,0.9951519916142557,0.508582285115304,0.314105126668876,0.0005658200290181025,0.314105126668876,0.0005658200290181025,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,PGD-10-SNN,0.2,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.5878537735849056,0.9947589098532494,0.4069051362683438,0.14241523561477706,0.0009089974765463135,0.14241523561477706,0.0009089974765463135,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,PGD-10-SNN,0.3,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.6061320754716981,0.9964622641509434,0.3903301886792453,0.1088037665923993,0.00022784262880038805,0.1088037665923993,0.00022784262880038805,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,PGD-20-SNN,0.05,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.4825078616352201,0.9869627882599581,0.504454926624738,0.30596202901433633,0.000678119349005425,0.30596202901433633,0.000678119349005425,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,PGD-20-SNN,0.1,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.45034067085953877,0.9953485324947589,0.5450078616352201,0.36115073112244556,0.000678890991414398,0.36115073112244556,0.000678890991414398,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,PGD-20-SNN,0.2,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.5302672955974843,0.9952830188679245,0.4650157232704403,0.23636189091446247,0.0010187223083260833,0.23636189091446247,0.0010187223083260833,0.8860718029350105,0.8884302935010482,716.0
binary,LightGBM,PGD-20-SNN,transfer,PGD-20-SNN,0.3,0.8626834381551363,0.8560010482180294,0.006682389937106903,0.5797955974842768,0.9956761006289309,0.4158805031446541,0.15842671905908562,0.0006806427663175864,0.15842671905908562,0.0006806427663175864,0.8860718029350105,0.8884302935010482,716.0
binary,RF,Mixed,transfer,BBA,0.05,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.4623296645702306,0.6605738993710693,0.19824423480083858,0.23080264534756628,0.001356129087590254,0.23080264534756628,0.001356129087590254,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,BBA,0.1,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.43769654088050314,0.791732180293501,0.35403563941299787,0.24821767385196583,0.003635000774629722,0.24821767385196583,0.003635000774629722,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,BBA,0.2,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.360587002096436,0.8573113207547169,0.496724318658281,0.3781531536053299,0.003184866740638256,0.3781531536053299,0.003184866740638256,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,BBA,0.3,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.27882599580712786,0.8719863731656184,0.5931603773584906,0.5192865538678376,0.0006780003191764892,0.5192865538678376,0.0006780003191764892,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,DBA-style,0.05,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.7665749475890985,0.8468291404612159,0.08025419287211741,0.06536794671947878,0.014477854895692727,0.06536794671947878,0.014477854895692727,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,DBA-style,0.1,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.7658542976939203,0.8472222222222222,0.08136792452830191,0.0658195348632935,0.014135903921067675,0.0658195348632935,0.014135903921067675,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,DBA-style,0.2,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.7655922431865828,0.8643212788259959,0.09872903563941302,0.06593369011443506,0.0026199722483064938,0.06593369011443506,0.0026199722483064938,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,DBA-style,0.3,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.7651336477987422,0.8643212788259959,0.09918763102725367,0.06616200061671818,0.0027361190578670857,0.06616200061671818,0.0027361190578670857,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,FGSM-SNN,0.05,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.5526729559748428,0.9951519916142557,0.44247903563941304,0.19731963641361272,0.00011431184270690443,0.19731963641361272,0.00011431184270690443,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,FGSM-SNN,0.1,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.41666666666666663,0.999475890985325,0.5828092243186582,0.4014405336581406,0.00011431184270690443,0.4014405336581406,0.00011431184270690443,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,FGSM-SNN,0.2,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.46855345911949686,0.9997379454926625,0.5311844863731656,0.30597324722160235,0.00011431184270690443,0.30597324722160235,0.00011431184270690443,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,FGSM-SNN,0.3,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.5104166666666666,0.9998034591194969,0.48938679245283023,0.2439432183253542,0.00011431184270690443,0.2439432183253542,0.00011431184270690443,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,PGD-10-SNN,0.05,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.6102594339622642,0.9905005241090147,0.3802410901467505,0.12520975750614455,0.00011431184270690443,0.12520975750614455,0.00011431184270690443,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,PGD-10-SNN,0.1,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.4701912997903564,0.9995414046121593,0.529350104821803,0.3193067383288987,0.00011431184270690443,0.3193067383288987,0.00011431184270690443,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,PGD-10-SNN,0.2,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.4208595387840671,0.9988207547169812,0.577961215932914,0.3829938847755334,0.00011431184270690443,0.3829938847755334,0.00011431184270690443,0.8612421383647799,0.8605214884696017,716.0
binary,RF,Mixed,transfer,PGD-10-SNN,0.3,0.8561320754716981,0.8478118448637317,0.008320230607966439,0.42433176100628933,0.9992138364779874,0.5748820754716981,0.3765792500945254,0.00011431184270690443,0.3765792500945254,0.00011431184270690443,0.8612421383647799,0.8605214884696017,716.0
